id,title,category,new_query,user_id,remaining_interaction_string,classification,preferences,target_count,targets,similarity_score,price,ranking,query
B001J6NWW2,TOMS Women's Classic Rope Slip-On,Women | Loafers & Slip-Ons | Shoes,Could you recommend a women's loafers that I can wear for casual outings?,A2GWEJNISM1610,B0094GUYRK|B007V8S934|B00785ZMJE,0,"The user has a strong preference for fashion-forward sneakers, particularly those that are versatile and stylish.",1,women's loafers,-10.180671,,462,Could you recommend a women's loafers that I can wear for casual outings and travel comfort?
B00CM2ARDO,Nine West Women's Iri Pump,N | Women | Shoes | Pumps | Nine West,Can you help me pick a set of clothes for attending a retro-themed party?,A2CN9014VR8O0W,B00DJMHC98|B00ASLPB6E|B002MW2LLA|B000MKWTO8|B002TNU0XS|B005K7UH3I|B004V98FB2|B000NCVUY0|B000GHG6LO,1,"The user has a unique preference for novelty and costume-like items, as well as a penchant for retro and vintage fashion styles.",-1,,-10.184352,,24102,Can you help me pick a pair of pumps for attending a retro-themed party?
B00G5II2GU,Oblong Chiffon Scarf,Accessories | Women | Scarves & Wraps | Fashion Scarves,Can you help me pick a women's scarf that is stylish and comfortable?,A5KHWII5F3TYI,B004JU1DTO|B009TAXVYO|B002X04Z56|B007NLX16O,-1,"The user shows a preference for products that offer optimal control and comfort, as well as items that are versatile in color and style.",1,women's scarf that is stylish and comfortable,-10.193904,4.99,7225,Can you help me pick a women's scarf that is stylish and comfortable?
B003EMCY5U,Terramar Men's Helix Mountain Short Sleeve Tee,T-Shirts | Shirts | Clothing | Men,Can you recommend a men's shirt that will work for a family gathering in a casual setting?,A17EHJ9Q8N3U04,B00773BRGO|B003VHW3F4|B00597LFJY,0,"The user shows a preference for athletic socks, suggesting an interest in sports or active wear.",1,men's shirt for a family gathering in a casual setting,-5.2949805,,155023,Can you recommend a men's shirt that will work for a family gathering in a casual setting while accommodating a larger body shape?
B00E4NQYGI,"JoJo Maman Bebe Baby-Boys Infant Plaid Shortalls, Red Check, 18-24 Months",Baby | Clothing | Baby Boys | Bottoms | Overalls,I'm interested in a baby boys' set of clothes that can help me with quick outfit changes.,A1A7CR72SBF8DX,B006DE5S2C|B0081IXTYM|B00117YHXM|B001E1XZAG,1,"The user shows a preference for handbag organizers and nursing bras, suggesting an interest in practical and functional accessories for personal organization and maternity needs.",-1,,-7.664941,,718677,I'm interested in a baby boys' overall that can help me with quick outfit changes during playdates.
B005GNNX28,Lilyette&reg; Enchantment Feather Lace Bra,"Women | Intimates | Bras | Clothing | Plus-Size | Everyday Bras | Lingerie, Sleep & Lounge","I'm interested in a women's bra that can help me with support during high-intensity workouts. Additionally, recommend a comfortable pair of pants and socks to go with it.",A2DKMSH8LLAANV,B00AF6ZLL2|B00AFONPL2|B001AOZVSQ,2,"The user has a preference for active base layers and active shorts, indicating a focus on functional and performance-oriented clothing.",3,women's bra that can help me with support during high-intensity workouts|comfortable pair of pants|socks,-6.4787416,,14611,I'm interested in a women's bra that can help me with support during high-intensity workouts and layering under activewear.
B004MXQY88,Rockport Men's Editorial Offices Plain Toe Oxford,Comfort Shoes | Shoes | R | Rockport | Men | Oxfords,I’m in need of men's oxfords shoes that are stylish and comfortable in size 7.5 M US.,A1VCR3YUQPC8Y7,B0057DI4M6|B000GHGDRQ|B002O3X59O|B001T0HUX0,-1,"The user has a strong preference for Rockport brand shoes, especially those that emphasize comfort and are suitable for casual or formal settings.",1,men's oxfords shoes that are stylish and comfortable in size 7.5 M US,-3.1449811,,9736,I’m in need of men's oxfords shoes that are stylish and comfortable in size 7.5 M US.
B003SODHO6,Oakley Fuel Cell Polished Clear/Matte Clear/Violet Iridium Lens Mens Sunglasses,O | Clothing | Sunglasses & Eyewear Accessories | Accessories | Sports Sunglasses | Oakley | Men | Sunglasses | Sports & Outdoors,Could you recommend a pair of men's sports sunglasses that are both functional and stylish?,A1QFSR33GV8KCG,B004M6UD46|B002IPI0WA|B005HFBFA2|B006GV446S,-1,"The user shows a unique interest in novelty and costume-related items, as well as band and music fan merchandise.",1,men's sports sunglasses,2.7428937,120,,Could you recommend a pair of men's sports sunglasses that are both functional and stylish for outdoor activities?
B0071KPDJU,Story Book Wig,"Wigs | Novelty, Costumes & More | Women | Costumes & Accessories",I'm interested in a women's wig that can help me with themed gatherings for various events.,A14BWLSY1UC41P,B008P6615O|B0064EZ2SQ|B0043WITKO|B004CNKJM0|B000NRRQ98|B00E1HUUGM|B00DW080ES|B00DRHX0T6|B001YUW5W6|B005CJ6IIW|B00APLQ17K|B00DR0UWU8|B007ZO9W1W|B003R9FS58|B002YZ1792|B00BXH3ZMO|B0082RY57M|B005QBA634|B00DR0YCTK|B0002TOZ1E|B004UUKVBO|B003VMHSM2|B00FQ10P5S|B0079WZXJU|B00FIULJQ6|B003VMO4II|B003H6DCBS|B00659Z3F2|B003VKX346|B0000863V8|B003ILBQV0|B006T52W0G|B006TQ2Q9W|B006W4KLIY|B001EEBGYA|B004TUI928|B0040X4Z36,0,"The user shows a unique preference for Renaissance and Gothic styles, as well as vintage and steampunk fashion elements.",1,women's wig for themed gatherings,-7.3040113,21.24,2011323,I'm interested in a women's wig that can help me with themed gatherings and creative expression for various events.
B005CAO8NS,Marmot Women's Jena Jacket,Women | Active & Performance | Clothing | Insulated | Coats & Jackets,Can you recommend me a set of clothes for women's outdoor activities in cold weather?,A1FHTQ9RBS63RE,B000WI35TI|B000NGCE14|B0016LEL02|B0002J4FL4,1,The user shows a preference for brands like Clarks and styles that emphasize comfort.,-1,,-6.5088816,,96265,Can you recommend me a women's jacket for outdoor activities in cold weather while traveling?
B00DYXLIDS,VIBRAM Fivefingers KSO Evo Men's Running Shoes,Shoes | Athletic | Vibram | Running | Men | V,Could you recommend a set of clothes for men's athletic running that are suitable for outdoor adventures?,A1ZY08GYVIKZFM,B00F8WXP7A|B00E3DIVJM|B00BCO98HY,1,"The user shows a unique interest in silk neckties and running shoes, indicating a blend of formal and athletic style preferences.",-1,,-0.6279807,,2795,Could you recommend a men's athletic running shoes that are suitable for outdoor adventures and casual outings?
B007RBD5IY,Under Armour Big Boys' Armour&reg; Fleece Storm Big Logo Pullover Hoodie,Big & Tall | Clothing | Hoodies | Boys | Men | Sports & Outdoors,Do you have a boys' set of clothes for outdoor activities?,A2W2OJYQVGEL4Y,B005FP3NWC|B007YT0ZGY|B003XI4D4A|B006SZ8KOE|B002NWDNT8,1,"The user shows a preference for brands like Sbicca and Dansko, and may favor specific color tones such as Aqua/Blue.",-1,,-6.9405894,49.99,90811,Do you have a boys' hoodie for outdoor activities during summer camps?
B004NNEZX8,Funtasma by Pleaser Women's Love Knee-High Boot,Women | Shoes | Fashion | Boot Shop | Boots,Can you recommend me a women's boot for fashion-forward styles?,A1LBXPSSVZVIM0,B001M5CSW0|B003NYI8RW|B00BOZOO0W,-1,"The user has a unique preference for retro and novelty fashion items, particularly those with a 60s and 70s theme.",1,women's boot for fashion-forward styles,-10.194157,,87614,Can you recommend me a women's boot for fashion-forward styles?
B006U49AAG,"Shut The Front Door! Funny Mens T-shirt, Hot Trendy Funny Statements Tee Shirt","Band & Music Fan | Shirts | Clothing | T-Shirts | Men | Novelty, Costumes & More | Novelty",Do you have any suggestions for a set of clothes that’s good for music festivals?,AMLF8ODTYT5QB,B00G7SI3MG|B00CYKNW5O|B0095ORD0W,1,"The user shows a preference for clothing that is versatile for both casual and night out occasions, as well as a taste for vintage or antique-style accessories.",-1,,-6.019528,13.95,678364,Do you have any suggestions for a men's T-shirt that’s good for music festivals and casual outings?
B004BPZ0NC,Smoky Mountain Kids Western Denver Rubber Sole Boots,Shoes | Boys | Boots,I want boys' boots that are suitable for outdoor adventures.,A2TMTX2OA34NKS,B00212P57S|B008BSWMFE|B00ENRLA8M|B000E7EQN6,0,The user shows a strong interest in novelty-themed clothing and accessories.,1,boys' boots suitable for outdoor adventures,-2.7301886,,201391,I want a boys' boots that are suitable for outdoor adventures and cultural events.
B007JEHD5A,Hunnt&reg; Long Cosplay Party Red Straight Wig 100cm,"Wigs | Costumes & Accessories | Boys | Novelty, Costumes & More | Girls",Do you have a cosplay wig for girls and boys that's good?,A37EOPO0W78MA5,B008K7NGWY|B007K3CFL2|B005GBXRDU,-1,"The user shows a preference for functional and versatile items, such as sun protection hats and comfortable sandals.",1,cosplay wig for girls and boys,-8.886552,9.69,14492,Do you have a cosplay wig for girls and boys that’s good for outdoor events?
B0061SHRVU,Buckle Rage Bronze Buck Hunter Deer Hunting Belt Buckle Bow Western Bronze One Size,"Women | Clothing | Accessories | Men | Novelty, Costumes & More | Novelty | Belt Buckles",Help me find a set of clothes that can handle themed gatherings for my pop culture-inspired costume.,A11AVI4YWX1MWL,B00BPPKBY4|B005F8E8PK|B001BZ49SW|B008QAE1YW,1,"The user shows a strong preference for themed and novelty T-shirts, particularly those related to pop culture icons like Batman and Doctor Who, as well as math-related humor.",-1,,-10.196269,9.98,17515,Help me find a unisex belt buckle that can handle themed gatherings and creative expression for my pop culture-inspired costume.
B006OW3O7Y,New Balance Women's W1340 Optimal Control Running Shoe,N | Women | New Balance | Shoes | Athletic | Running,I’m looking for a women's athletic running shoe that provides a trendy and fashionable design.,A1A7CPN6C6MPNK,B0033AGVNY|B007T4WRKQ|B004H0MSH2|B009SCQ4VU,-1,The user shows a strong preference for eco-friendly materials and sustainable fashion brands. They also favor bold patterns and unique designs that stand out.,1,women's athletic running shoe that provides a trendy and fashionable design,-9.66973,,3755,I’m looking for a women's athletic running shoe that provides a trendy and fashionable design for my seasonal workouts.
B0079MIKM2,"Child Economy Leather Full Sole Ballet Slipper,T1000C",Athletic | Shoes | Girls | Dance,I’d like to buy girls' athletic dance shoes that can transition seamlessly from dance classes to casual outings.,AQLMQHMCH2IVF,B00F4DREWA|B00DUFNMES|B006TSDR7K|B003GDIHJ4|B007724UQO|B00E1PZCDU|B003QHYCMG|B0009BCWCY|B005FTEBWO|B00386Y02C|B005ES0CTM|B009UZGJI8|B007MY4GY8|B0000A504H|B00768DDM6,0,"The user shows a strong preference for Mary Jane style shoes and sneakers, indicating a focus on comfort and versatility for children's footwear. There is also an interest in winter accessories and outerwear, such as scarves and jackets, suggesting a consideration for seasonal needs.",1,girls' athletic dance shoes that can transition seamlessly from dance classes to casual outings,-10.193826,12.85,874,I’d like to buy a girls' athletic dance shoes with the ability to transition seamlessly from dance classes to casual outings.
B00A1ZKFLI,Skechers Women's Groove Lite Oxford,Comfort Shoes | Women | Shoes | S | Skechers | Oxfords,What would you recommend for women's shoes that are good for long walks and fit well for plus sizes? I'm not sure about the specific wearing scene.,AFXO0FG9LNBQU,B004WPRHAA|B000G1WHCC|B00147XHYE|B000U5FZHS,3,"The user shows a preference for clothing items with unique embellishments, such as rhinestones, and has an interest in professional attire, as indicated by the purchase of a lab coat.",-1,,-10.193699,70,53629,What would you recommend for a women's shoes that are suitable for long walks and casual outings while accommodating a plus-size fit?
B00422MCVW,Tommy Hilfiger Men's Ranger Passcase Wallet,"Wallets, Card Cases & Money Organizers | Men | Accessories | Wallets | Band & Music Fan | Novelty, Costumes & More | Tommy Hilfiger | T",Could you recommend a wallet that’s convenient for travel? I'm not sure about the specific wearing scene.,AQLLMU26TYNRF,B00KFMLRM8|B007RWZHXO|B00CP3DWL4,3,The user shows a preference for products made of cotton and has an interest in travel-related accessories.,-1,,-10.025979,21.61,57,Could you recommend a wallet that fits my needs for casual outings and travel convenience?
B000OKTE1C,"P.W. Minor Women's Times Square Slip-On,Wicket,8 M US",Comfort Shoes | Women | Shoes | Loafers & Slip-Ons | P.W. Minor | P | Flats,I'm looking for women's loafers that provide comfort.,A1ZXZGWFNQFBG0,B002UXS1XS|B002SDSKVI|B000VUOGKO,-1,"The user shows a strong preference for the brand Clarks, as well as a general interest in comfort-oriented shoes.",1,women's loafers that provide comfort,-7.573137,,176044,I'm looking for women's loafers that provide comfort for all-day wear.
B0094QWOKU,Very Fine Women's Salsa Ballroom Tango Dance Shoes 2713 Bundle - Dance Shoe Heel Protectors 2.5&quot; Heel,Ballet & Dance | Athletic | Women | Shoes,Can you help me pick a women's ballet shoe for dance classes that accommodates a larger body shape?,A14BWYPEO2ZFZ6,B004RKJLXQ|B003QMMSZ4|B00AU9IX82|B0007QCQGI,0,"The user shows a strong preference for performance-oriented clothing, particularly in active underwear and outerwear.",1,women's ballet shoe for dance classes that accommodates a larger body shape,-10.192699,58.9,130245,Can you help me pick a women's ballet shoe for dance classes that accommodates a larger body shape?
B00FRV56JC,DOOBALLO Girls' Elise Ballerina Flat,Shoes | Girls | Flats,Can you suggest girls' flats for attending a family gathering?,A1CUI7CV330Q5B,B00316G2DE|B00EMMWQKE|B007RLL6RQ,0,"The user shows a preference for formal and elegant attire, such as prom dresses and retro-style swimwear. They also seem to favor edgy footwear, like combat boots, indicating a taste for bold fashion statements.",1,girls' flats for attending a family gathering,-10.19339,12,5512,Can you suggest a girls' flats that will help with attending a family gathering?
B00B2HHAB2,Adidas Golf Women's Fashion Performance Basic Polo,Women | Active | Clothing | Active Shirts & Tees,Do you have a women's active shirt for outdoor activities that accommodates a size 14?,A2TMTUXT4I23I7,B007Y3CP0O|B0043RXU0I|B008VQ6NNI|B005OB2ODG|B006QZFDAK|B003W8YQKM|B000SSE5KA|B007A5L2HS|B003TU138G,0,"The user shows a preference for brands like Anne Klein, Nike, and Skechers, indicating a taste for both fashion and functionality. The user also seems to favor items suitable for active or outdoor activities, such as running shoes and flip flops.",1,women's active shirt for outdoor activities that accommodates a size 14,-10.116182,,247109,Do you have a women's active shirt for outdoor activities that accommodates a size 14?
